Date,Open,High,Low,Close,Adj Close,Volume
2014-08-14,115.500000,118.964996,113.400002,114.449997,114.449997,300
2014-08-15,113.400002,120.750000,111.300003,120.750000,120.750000,1600
2014-08-18,119.175003,120.750000,111.300003,115.500000,115.500000,800
2014-08-19,120.750000,120.750000,110.250000,113.400002,113.400002,500
2014-08-20,115.500000,119.699997,111.300003,112.349998,112.349998,600
2014-08-21,119.175003,119.699997,108.150002,108.150002,108.150002,1600
2014-08-22,113.400002,115.500000,109.199997,110.250000,110.250000,900
2014-08-25,109.724998,114.449997,107.099998,112.349998,112.349998,900
2014-08-26,111.300003,115.500000,107.099998,108.150002,108.150002,400
2014-08-27,107.099998,108.150002,98.699997,105.000000,105.000000,2800
2014-08-28,108.150002,108.150002,97.650002,99.750000,99.750000,500
2014-08-29,99.750000,122.849998,98.699997,122.849998,122.849998,6200
2014-09-02,124.949997,130.199997,110.459999,111.300003,111.300003,3600
2014-09-03,115.500000,115.500000,103.425003,105.000000,105.000000,1800
2014-09-04,104.474998,120.750000,101.849998,107.099998,107.099998,1300
2014-09-05,112.349998,127.050003,101.849998,124.949997,124.949997,11900
2014-09-08,126.000000,132.300003,108.150002,110.250000,110.250000,9400
2014-09-09,110.250000,110.250000,100.800003,101.849998,101.849998,3500
2014-09-10,102.900002,110.250000,102.900002,103.949997,103.949997,2100
2014-09-11,108.150002,113.400002,95.550003,101.849998,101.849998,4700
2014-09-12,105.000000,133.350006,80.849998,123.900002,123.900002,69400
2014-09-15,131.774994,139.649994,97.125000,103.949997,103.949997,51100
2014-09-16,105.000000,106.050003,92.400002,94.605003,94.605003,7600
2014-09-17,100.275002,112.349998,97.754997,102.900002,102.900002,8500
2014-09-18,107.099998,107.099998,95.550003,97.125000,97.125000,6500
2014-09-19,96.074997,99.750000,92.925003,97.650002,97.650002,4500
2014-09-22,96.389999,97.650002,89.250000,90.300003,90.300003,5900
2014-09-23,92.190002,96.599998,90.300003,92.400002,92.400002,3200
2014-09-24,94.500000,94.500000,89.250000,92.925003,92.925003,800
2014-09-25,93.449997,93.449997,81.584999,86.625000,86.625000,3600
2014-09-26,87.675003,87.675003,82.110001,82.949997,82.949997,1600
2014-09-29,84.525002,92.925003,82.949997,87.150002,87.150002,2400
2014-09-30,90.824997,93.449997,85.050003,88.199997,88.199997,2600
2014-10-01,88.199997,88.305000,79.065002,79.800003,79.800003,5300
2014-10-02,91.875000,105.000000,83.474998,103.949997,103.949997,17400
2014-10-03,106.574997,112.349998,101.114998,111.300003,111.300003,13100
2014-10-06,114.974998,160.649994,112.349998,150.149994,150.149994,34200
2014-10-07,154.875000,168.000000,141.750000,156.449997,156.449997,26800
2014-10-08,162.750000,162.750000,131.250000,140.699997,140.699997,16800
2014-10-09,140.699997,161.699997,136.500000,144.899994,144.899994,8400
2014-10-10,145.949997,156.449997,132.300003,136.500000,136.500000,6300
2014-10-13,136.500000,141.750000,127.050003,132.300003,132.300003,3100
2014-10-14,128.100006,132.300003,111.300003,118.650002,118.650002,4100
2014-10-15,119.699997,128.100006,109.199997,128.100006,128.100006,3500
2014-10-16,129.149994,136.500000,127.050003,131.250000,131.250000,2300
2014-10-17,140.699997,172.199997,135.449997,159.600006,159.600006,14500
2014-10-20,166.425003,166.949997,153.300003,160.649994,160.649994,9500
2014-10-21,162.750000,166.949997,149.100006,154.350006,154.350006,5200
2014-10-22,152.774994,153.300003,141.750000,144.899994,144.899994,4500
2014-10-23,150.149994,150.149994,130.199997,137.550003,137.550003,8800
2014-10-24,139.649994,141.750000,129.149994,136.500000,136.500000,4100
2014-10-27,145.949997,153.300003,141.750000,148.050003,148.050003,5100
2014-10-28,152.774994,154.350006,144.899994,147.000000,147.000000,4500
2014-10-29,151.199997,153.300003,147.000000,149.100006,149.100006,2700
2014-10-30,151.199997,151.199997,141.750000,144.899994,144.899994,2400
2014-10-31,150.149994,150.149994,142.800003,143.850006,143.850006,2100
2014-11-03,149.625000,150.149994,142.800003,144.899994,144.899994,2100
2014-11-04,145.949997,148.050003,143.850006,143.850006,143.850006,1000
2014-11-05,143.850006,164.850006,143.850006,155.399994,155.399994,5700
2014-11-06,155.399994,158.550003,148.050003,152.250000,152.250000,1800
2014-11-07,153.300003,183.750000,152.250000,180.600006,180.600006,18900
2014-11-10,185.324997,211.050003,178.500000,194.250000,194.250000,26100
2014-11-11,195.824997,196.350006,179.550003,181.649994,181.649994,14800
2014-11-12,182.699997,198.449997,175.350006,191.100006,191.100006,10900
2014-11-13,194.250000,207.899994,193.199997,200.550003,200.550003,18900
2014-11-14,202.649994,205.800003,186.899994,192.149994,192.149994,8100
2014-11-17,196.875000,199.500000,183.750000,183.750000,183.750000,5200
2014-11-18,190.050003,194.250000,184.800003,184.800003,184.800003,5900
2014-11-19,191.100006,191.100006,180.600006,183.750000,183.750000,2800
2014-11-20,185.850006,185.850006,169.050003,169.050003,169.050003,5300
2014-11-21,171.149994,171.149994,152.250000,158.550003,158.550003,10400
2014-11-24,149.625000,183.750000,147.000000,183.750000,183.750000,8600
2014-11-25,182.699997,187.949997,168.000000,176.399994,176.399994,4300
2014-11-26,178.500000,178.500000,163.800003,175.350006,175.350006,2600
2014-11-28,176.399994,177.449997,166.949997,176.399994,176.399994,1800
2014-12-01,165.375000,176.399994,159.600006,162.750000,162.750000,7800
2014-12-02,161.699997,162.750000,157.500000,158.550003,158.550003,2600
2014-12-03,158.550003,162.750000,152.774994,156.449997,156.449997,2700
2014-12-04,155.399994,162.750000,155.399994,157.500000,157.500000,1800
2014-12-05,155.925003,168.000000,155.925003,157.500000,157.500000,1500
2014-12-08,168.000000,168.000000,155.399994,162.750000,162.750000,2900
2014-12-09,158.550003,168.000000,144.899994,161.699997,161.699997,7700
2014-12-10,160.649994,162.750000,158.550003,161.699997,161.699997,1000
2014-12-11,162.750000,162.750000,149.100006,151.199997,151.199997,2600
2014-12-12,152.250000,158.550003,151.199997,155.399994,155.399994,2000
2014-12-15,153.300003,154.350006,141.750000,141.750000,141.750000,5200
2014-12-16,142.274994,143.850006,118.650002,120.750000,120.750000,9700
2014-12-17,110.250000,131.250000,110.250000,129.149994,129.149994,3900
2014-12-18,131.250000,134.399994,121.800003,130.199997,130.199997,1700
2014-12-19,130.199997,151.199997,114.449997,151.199997,151.199997,7100
2014-12-22,157.500000,159.600006,131.250000,132.300003,132.300003,4100
2014-12-23,132.300003,145.425003,127.154999,137.550003,137.550003,1400
2014-12-24,138.600006,144.899994,136.500000,143.850006,143.850006,1500
2014-12-26,144.899994,152.250000,143.850006,151.199997,151.199997,1800
2014-12-29,154.350006,154.350006,143.850006,144.899994,144.899994,1800
2014-12-30,149.100006,153.300003,144.899994,148.050003,148.050003,1100
2014-12-31,148.050003,151.199997,141.750000,142.800003,142.800003,2000
2015-01-02,147.000000,149.100006,142.800003,143.850006,143.850006,500
2015-01-05,143.850006,147.000000,133.350006,141.750000,141.750000,2600
2015-01-06,141.750000,152.250000,138.600006,138.600006,138.600006,2300
2015-01-07,142.800003,142.800003,138.600006,140.699997,140.699997,1100
2015-01-08,141.750000,145.949997,140.699997,141.750000,141.750000,800
2015-01-09,142.800003,152.250000,142.800003,150.149994,150.149994,2000
2015-01-12,150.149994,152.250000,143.850006,147.000000,147.000000,1000
2015-01-13,145.949997,147.000000,120.750000,132.300003,132.300003,8200
2015-01-14,127.574997,137.550003,127.050003,134.399994,134.399994,1500
2015-01-15,132.300003,139.229996,132.300003,134.399994,134.399994,1800
2015-01-16,138.600006,138.600006,134.399994,135.449997,135.449997,2200
2015-01-20,137.550003,143.850006,136.500000,142.485001,142.485001,2100
2015-01-21,144.375000,144.899994,137.550003,139.440002,139.440002,1900
2015-01-22,139.649994,143.850006,131.250000,134.399994,134.399994,2700
2015-01-23,132.300003,135.449997,130.199997,130.199997,130.199997,2500
2015-01-26,130.199997,134.399994,130.199997,131.250000,131.250000,1700
2015-01-27,131.250000,131.250000,126.000000,126.945000,126.945000,1400
2015-01-28,126.000000,132.300003,122.849998,124.739998,124.739998,1900
2015-01-29,124.425003,126.000000,121.800003,121.800003,121.800003,1700
2015-01-30,123.900002,152.250000,120.750000,147.000000,147.000000,15000
2015-02-02,152.774994,157.500000,147.000000,152.250000,152.250000,9500
2015-02-03,153.824997,154.350006,142.800003,147.000000,147.000000,5000
2015-02-04,147.000000,151.199997,142.800003,144.375000,144.375000,3100
2015-02-05,149.100006,149.100006,143.850006,145.949997,145.949997,2500
2015-02-06,147.000000,152.250000,143.850006,147.000000,147.000000,4200
2015-02-09,151.199997,151.199997,143.850006,144.899994,144.899994,1600
2015-02-10,143.850006,145.949997,139.649994,139.649994,139.649994,2400
2015-02-11,139.649994,147.000000,137.550003,137.550003,137.550003,2100
2015-02-12,143.850006,143.850006,134.399994,136.500000,136.500000,1800
2015-02-13,139.649994,139.649994,134.399994,139.649994,139.649994,3400
2015-02-17,141.750000,142.800003,134.399994,134.399994,134.399994,2800
2015-02-18,134.399994,147.000000,134.399994,145.949997,145.949997,1900
2015-02-19,141.750000,143.850006,138.494995,138.600006,138.600006,1800
2015-02-20,137.550003,140.699997,136.500000,137.550003,137.550003,1700
2015-02-23,140.175003,140.699997,133.350006,133.350006,133.350006,2300
2015-02-24,134.399994,136.500000,131.250000,132.300003,132.300003,3900
2015-02-25,138.600006,138.600006,132.300003,132.300003,132.300003,2000
2015-02-26,134.399994,136.500000,131.250000,133.350006,133.350006,3800
2015-02-27,132.300003,135.554993,130.199997,135.554993,135.554993,1600
2015-03-02,136.500000,136.500000,133.350006,134.399994,134.399994,1000
2015-03-03,134.399994,134.399994,130.199997,131.250000,131.250000,1000
2015-03-04,131.250000,132.300003,128.100006,128.100006,128.100006,3800
2015-03-05,132.300003,134.399994,129.149994,132.300003,132.300003,3500
2015-03-06,132.300003,136.500000,131.250000,134.399994,134.399994,2600
2015-03-09,135.449997,135.449997,129.149994,129.149994,129.149994,3300
2015-03-10,131.250000,136.500000,128.100006,128.100006,128.100006,2200
2015-03-11,130.199997,131.250000,129.149994,130.199997,130.199997,1200
2015-03-12,130.199997,131.250000,128.100006,129.149994,129.149994,2300
2015-03-13,129.675003,137.550003,127.050003,135.449997,135.449997,6900
2015-03-16,138.600006,155.399994,136.500000,136.500000,136.500000,15900
2015-03-17,138.600006,142.800003,136.500000,140.699997,140.699997,4400
2015-03-18,138.600006,138.600006,124.949997,128.625000,128.625000,10000
2015-03-19,131.250000,133.350006,128.100006,128.100006,128.100006,5400
2015-03-20,131.250000,132.300003,128.100006,130.199997,130.199997,2600
2015-03-23,131.774994,132.300003,130.199997,131.250000,131.250000,2600
2015-03-24,132.300003,135.449997,129.149994,129.149994,129.149994,2800
2015-03-25,133.875000,136.500000,132.300003,132.300003,132.300003,5000
2015-03-26,133.350006,138.600006,128.100006,137.550003,137.550003,5300
2015-03-27,137.024994,152.250000,137.024994,145.949997,145.949997,13800
2015-03-30,152.250000,168.000000,152.250000,153.300003,153.300003,8600
2015-03-31,156.449997,162.750000,155.399994,162.750000,162.750000,3500
2015-04-01,163.800003,245.699997,162.750000,208.949997,208.949997,60900
2015-04-02,226.274994,235.199997,210.000000,219.449997,219.449997,31200
2015-04-06,228.375000,228.899994,178.500000,196.350006,196.350006,36600
2015-04-07,197.925003,199.500000,177.449997,196.350006,196.350006,16400
2015-04-08,199.500000,202.649994,195.300003,201.600006,201.600006,5800
2015-04-09,207.899994,214.199997,195.300003,208.949997,208.949997,9000
2015-04-10,210.524994,214.199997,199.500000,203.699997,203.699997,5200
2015-04-13,207.899994,215.250000,204.750000,211.050003,211.050003,9000
2015-04-14,214.199997,215.250000,207.899994,211.050003,211.050003,4300
2015-04-15,212.100006,214.199997,204.750000,208.949997,208.949997,2700
2015-04-16,208.949997,211.050003,204.750000,204.750000,204.750000,3600
2015-04-17,205.800003,210.000000,199.500000,206.850006,206.850006,3300
2015-04-20,208.949997,211.050003,202.649994,202.649994,202.649994,4600
2015-04-21,206.850006,207.899994,197.399994,197.399994,197.399994,2200
2015-04-22,189.524994,193.199997,168.000000,177.449997,177.449997,12600
2015-04-23,183.750000,184.800003,176.399994,177.449997,177.449997,4900
2015-04-24,177.449997,178.500000,171.149994,171.149994,171.149994,3300
2015-04-27,170.100006,182.175003,168.000000,176.399994,176.399994,4200
2015-04-28,173.774994,176.399994,168.000000,172.199997,172.199997,2100
2015-04-29,172.199997,173.250000,165.899994,166.949997,166.949997,2200
2015-04-30,172.199997,180.600006,169.050003,172.199997,172.199997,2000
2015-05-01,173.250000,176.399994,165.899994,170.100006,170.100006,2200
2015-05-04,170.100006,175.350006,168.000000,168.000000,168.000000,1800
2015-05-05,169.050003,176.399994,168.000000,172.199997,172.199997,1800
2015-05-06,171.149994,174.300003,168.000000,169.050003,169.050003,2400
2015-05-07,169.050003,173.250000,165.899994,171.149994,171.149994,2700
2015-05-08,172.199997,173.250000,162.750000,163.800003,163.800003,3500
2015-05-11,164.324997,165.899994,143.850006,147.000000,147.000000,12200
2015-05-12,149.625000,154.350006,147.000000,148.050003,148.050003,7500
2015-05-13,148.050003,197.399994,148.050003,185.850006,185.850006,20500
2015-05-14,195.824997,203.699997,185.850006,196.350006,196.350006,25200
2015-05-15,197.399994,197.399994,180.600006,184.800003,184.800003,10600
2015-05-18,192.149994,207.899994,186.899994,200.550003,200.550003,15800
2015-05-19,201.600006,205.800003,191.100006,202.649994,202.649994,9700
2015-05-20,205.800003,219.449997,202.649994,210.000000,210.000000,21100
2015-05-21,211.050003,215.250000,208.949997,211.050003,211.050003,8000
2015-05-22,213.149994,214.199997,207.899994,208.949997,208.949997,5800
2015-05-26,208.949997,208.949997,189.000000,193.199997,193.199997,12400
2015-05-27,189.000000,192.149994,183.750000,183.750000,183.750000,6300
2015-05-28,183.750000,195.300003,179.550003,189.000000,189.000000,5900
2015-05-29,191.100006,194.250000,184.800003,184.800003,184.800003,5200
2015-06-01,185.850006,186.899994,179.550003,181.649994,181.649994,4500
2015-06-02,179.550003,180.705002,105.000000,142.800003,142.800003,115500
2015-06-03,138.600006,162.750000,127.050003,162.225006,162.225006,41000
2015-06-04,156.975006,159.389999,142.800003,147.000000,147.000000,21600
2015-06-05,144.899994,154.350006,139.649994,146.789993,146.789993,7600
2015-06-08,149.100006,151.199997,143.850006,145.949997,145.949997,3800
2015-06-09,150.149994,152.250000,144.899994,145.949997,145.949997,3900
2015-06-10,145.949997,150.149994,145.949997,147.000000,147.000000,3000
2015-06-11,148.050003,150.884995,143.850006,143.850006,143.850006,3700
2015-06-12,142.800003,145.949997,139.649994,140.699997,140.699997,4000
2015-06-15,142.274994,145.949997,138.600006,142.800003,142.800003,2000
2015-06-16,143.850006,144.899994,132.300003,136.500000,136.500000,4400
2015-06-17,137.550003,141.750000,132.300003,134.399994,134.399994,2700
2015-06-18,136.500000,136.500000,131.250000,133.350006,133.350006,4800
2015-06-19,134.399994,134.399994,131.250000,133.350006,133.350006,2900
2015-06-22,131.250000,138.600006,129.149994,130.725006,130.725006,4900
2015-06-23,131.250000,133.350006,122.849998,130.199997,130.199997,5700
2015-06-24,128.100006,129.149994,121.800003,124.425003,124.425003,5300
2015-06-25,126.000000,126.000000,115.500000,115.500000,115.500000,9800
2015-06-26,111.824997,115.500000,107.099998,113.400002,113.400002,9400
2015-06-29,113.925003,114.449997,107.099998,109.199997,109.199997,5300
2015-06-30,110.250000,119.699997,109.199997,118.650002,118.650002,8400
2015-07-01,121.800003,130.199997,116.550003,128.100006,128.100006,9400
2015-07-02,130.199997,131.250000,124.949997,128.100006,128.100006,4100
2015-07-06,134.925003,135.449997,129.149994,130.199997,130.199997,6400
2015-07-07,130.199997,134.399994,123.900002,128.100006,128.100006,2400
2015-07-08,129.149994,129.149994,120.750000,121.695000,121.695000,2800
2015-07-09,122.849998,126.000000,121.800003,123.375000,123.375000,3100
2015-07-10,122.849998,123.900002,115.500000,119.699997,119.699997,4200
2015-07-13,122.849998,123.900002,119.699997,120.750000,120.750000,2700
2015-07-14,123.900002,123.900002,115.500000,118.650002,118.650002,2800
2015-07-15,119.699997,119.699997,116.550003,116.550003,116.550003,1500
2015-07-16,117.599998,120.750000,115.500000,118.650002,118.650002,1800
2015-07-17,119.699997,123.900002,115.500000,116.550003,116.550003,2600
2015-07-20,121.800003,123.900002,118.650002,119.699997,119.699997,2800
2015-07-21,119.699997,122.849998,116.550003,118.650002,118.650002,2100
2015-07-22,117.599998,118.650002,111.300003,115.500000,115.500000,3600
2015-07-23,113.400002,115.500000,111.300003,113.400002,113.400002,2700
2015-07-24,112.349998,116.550003,103.949997,115.500000,115.500000,7300
2015-07-27,115.500000,116.550003,107.099998,112.349998,112.349998,2600
2015-07-28,114.449997,114.449997,109.199997,111.300003,111.300003,2000
2015-07-29,111.300003,112.349998,109.199997,111.300003,111.300003,1200
2015-07-30,109.724998,110.250000,107.099998,108.150002,108.150002,1400
2015-07-31,108.150002,111.300003,107.099998,108.150002,108.150002,2500
2015-08-03,109.199997,110.250000,105.000000,107.099998,107.099998,3800
2015-08-04,107.099998,119.699997,107.099998,119.699997,119.699997,6300
2015-08-05,119.699997,123.900002,117.599998,120.750000,120.750000,3000
2015-08-06,121.275002,124.949997,117.599998,119.699997,119.699997,2800
2015-08-07,119.699997,120.750000,111.300003,113.400002,113.400002,2900
2015-08-10,113.925003,117.599998,113.400002,116.550003,116.550003,2700
2015-08-11,117.599998,119.699997,113.400002,115.500000,115.500000,2900
2015-08-12,116.550003,119.699997,111.300003,112.349998,112.349998,1900
2015-08-13,113.400002,114.449997,109.199997,111.300003,111.300003,2100
2015-08-14,111.300003,112.349998,105.000000,110.250000,110.250000,2700
2015-08-17,110.775002,112.349998,97.650002,102.900002,102.900002,6200
2015-08-18,104.160004,108.150002,102.900002,105.000000,105.000000,2400
2015-08-19,105.000000,126.000000,102.900002,123.900002,123.900002,13800
2015-08-20,122.849998,123.900002,115.500000,117.599998,117.599998,5900
